loc_id,urban,country,person_id
36769,3,TR,1239
21156,2,US,34621
25004,3,IT,1912
21638,2,US,38831
37483,3,US,8047
22964,3,CR,1908
31,1,AU,1573
23458,3,GB,2405
23522,3,GB,7434
10311,2,HU,18075
21599,2,US,38685
9538,2,CA,39706
23737,3,GB,28364
23426,3,GB,1681
18859,2,US,5192
23685,3,GB,17620
23833,3,GB,37217
8228,1,US,34613
8276,1,US,36302
8235,1,US,34671
18841,2,US,5088
20843,2,US,29138
20248,2,US,17509
19933,2,US,16405
38462,3,US,18512
38351,3,US,18009
22120,3,AU,30447
6879,1,PT,15323
23476,3,GB,4824
598,1,FR,7419
38388,3,US,18195
9513,2,CA,38679
853,1,GB,38875
7575,1,US,15445
23457,3,GB,2364
22654,3,CA,16598
39660,3,VE,5232
10217,2,GB,38637
22338,3,BR,4714
14326,2,MY,22960
446,1,DE,2904
23386,3,FR,38511
22973,3,CZ,1531
10854,2,MY,129
21042,2,US,34071
36468,3,SE,2100
10640,2,IN,35242
24854,3,IN,19683
20260,2,US,17521
18732,2,US,4639
19511,2,US,15034
520,1,DK,17833
20135,2,US,17093
327,1,CA,28426
18164,2,US,655
19404,2,US,12197
21207,2,US,36202
220,1,CA,1245
38815,3,US,29240
38783,3,US,29059
21248,2,US,36362
8755,2,AU,2279
18983,2,US,6651
19510,2,US,15033
21106,2,US,34395
10132,2,GB,34441
24094,3,HU,28507
39389,3,US,38291
36276,3,RO,15847
19071,2,US,7332
17759,2,PH,2651
37322,3,US,5682
7376,1,US,7925
36249,3,RO,4927
9908,2,GB,2241
21991,3,AR,35114
38048,3,US,16375
19226,2,US,8388
7246,1,US,5266
18795,2,US,4818
9276,2,CA,6843
22773,3,CA,29579
8490,1,US,38332
17736,2,NZ,38681
38857,3,US,29497
9086,2,BG,5302
20348,2,US,17832
20708,2,US,28593
9469,2,CA,34555
36498,3,SG,739
38369,3,US,18096
6666,1,PE,29491
39734,3,ZA,38937
36237,3,RO,1915
38752,3,US,28862
36174,3,PL,37440
22505,3,CA,5037
23945,3,GH,14960
22500,3,CA,4655
20262,2,US,17576
8570,1,US,38974
19955,2,US,16472
37297,3,US,5332
8025,1,US,28960
39113,3,US,35061
37477,3,US,8014
6862,1,PL,15322
8872,2,AU,16329
39073,3,US,34543
24758,3,IN,7589
24956,3,IN,35510
8122,1,US,32874
25224,3,MA,39162
38012,3,US,16272
35544,3,PE,1067
20634,2,US,26641
21085,2,US,34303
7538,1,US,15408
25029,3,IT,15353
39622,3,US,39593
39187,3,US,36519
38347,3,US,17983
7263,1,US,5631
38195,3,US,17256
37479,3,US,8028
36407,3,RU,34524
20459,2,US,18386
16219,2,MY,31456
23550,3,GB,8299
17728,2,NZ,36644
23837,3,GB,37239
21455,2,US,38021
38796,3,US,29114
23909,3,GB,38958
21628,2,US,38802
8466,1,US,38245
18945,2,US,6486
39185,3,US,36515
8234,1,US,34663
25278,3,MX,5444
9050,2,AU,39031
21110,2,US,34415
9696,2,DE,36487
39273,3,US,37430
21514,2,US,38220
37451,3,US,7795
1365,1,MY,1054
6840,1,PK,7207
22222,3,BG,5182
10010,2,GB,16742
9385,2,CA,16930
19872,2,US,16219
788,1,GB,29518
22017,3,AU,1672
39491,3,US,38893
9401,2,CA,18073
10191,2,GB,38004
37271,3,US,5098
23115,3,DE,36488
19217,2,US,8308
23803,3,GB,34651
6872,1,PL,29109
9348,2,CA,15466
24691,3,IN,2450
35430,3,NO,34014
18782,2,US,4805
7881,1,US,18167
35836,3,PH,19866
8346,1,US,37204
36184,3,PR,6906
7464,1,US,8736
18487,2,US,1969
39280,3,US,37491
26659,3,MY,7440
38790,3,US,29094
18979,2,US,6647
36722,3,SI,15856
10678,2,IT,28693
8618,1,US,39289
10247,2,GB,39420
17612,2,NL,8403
38927,3,US,30538
19051,2,US,7025
7211,1,US,4955
25202,3,LV,7546
23548,3,GB,8286
8732,2,AU,1109
36080,3,PL,1815
9420,2,CA,25073
18210,2,US,1074
23874,3,GB,38172
8049,1,US,29127
39559,3,US,39216
37504,3,US,8215
21776,2,US,39367
39266,3,US,37390
39577,3,US,39313
37871,3,US,15669
38184,3,US,17201
39455,3,US,38702
35846,3,PH,20361
34977,3,MY,35916
8036,1,US,29008
8072,1,US,29372
11090,2,MY,2824
22370,3,BR,7522
37980,3,US,16118
9920,2,GB,2419
39322,3,US,37915
35827,3,PH,19535
18497,2,US,1992
22138,3,AU,36210
22772,3,CA,29479
35658,3,PH,9555
22057,3,AU,9079
23301,3,FI,37503
38523,3,US,18865
22830,3,CA,37254
38348,3,US,17984
36020,3,PK,5494
28174,3,MY,12312
19308,2,US,8742
7947,1,US,26138
39127,3,US,36097
37503,3,US,8214
365,1,CA,36298
277,1,CA,8656
19716,2,US,15605
22784,3,CA,30648
37435,3,US,7541
20338,2,US,17800
36517,3,SG,4176
20366,2,US,17941
7148,1,US,2278
39226,3,US,37130
22018,3,AU,1833
20959,2,US,29691
39610,3,US,39461
8722,2,AT,28679
10780,2,LK,32875
26035,3,MY,3918
492,1,DE,25095
11,1,AT,2729
19292,2,US,8691
21068,2,US,34238
8336,1,US,36715
22366,3,BR,6824
39718,3,ZA,19881
22093,3,AU,18392
8869,2,AU,15922
9478,2,CA,36192
8037,1,US,29009
37550,3,US,8557
22003,3,AT,16452
729,1,GB,15871
24896,3,IN,26645
23511,3,GB,7217
23958,3,GR,7352
35384,3,NL,8123
23770,3,GB,29540
35475,3,NZ,12983
38687,3,US,28402
38142,3,US,16901
10603,2,IN,8001
24751,3,IN,7036
19448,2,US,14171
7397,1,US,8145
38754,3,US,28864
811,1,GB,35082
570,1,FI,16918
37522,3,US,8350
21956,3,AL,17893
9915,2,GB,2358
35862,3,PH,21448
24664,3,IL,18607
21203,2,US,36198
35708,3,PH,10986
38839,3,US,29397
7900,1,US,18489
22312,3,BR,1213
20306,2,US,17717
20628,2,US,25645
37393,3,US,6888
38439,3,US,18412
9987,2,GB,12298
24697,3,IN,2847
38952,3,US,32385
37632,3,US,11002
7231,1,US,5154
38786,3,US,29077
37439,3,US,7716
39548,3,US,39171
7987,1,US,28546
8330,1,US,36566
25272,3,MX,4916
10684,2,IT,31229
8185,1,US,34355
18089,2,TR,5034
20996,2,US,30678
18346,2,US,1407
33244,3,MY,30174
7825,1,US,17809
10520,2,ID,31412
38550,3,US,18932
39683,3,VN,3050
35414,3,NL,36181
22046,3,AU,8184
39087,3,US,34653
6837,1,PK,4474
27979,3,MY,11815
21047,2,US,34076
7412,1,US,8405
20852,2,US,29209
38416,3,US,18298
24041,3,HK,36830
36368,3,RU,1236
8236,1,US,34676
1213,1,MX,18877
39497,3,US,38911
20007,2,US,16650
36342,3,RS,16454
9003,2,AU,37207
23911,3,GB,39007
28159,3,MY,12270
39715,3,ZA,17202
13512,2,MY,20017
24818,3,IN,12203
924,1,ID,9168
10280,2,GU,10355
8408,1,US,37607
7217,1,US,5057
9463,2,CA,34221
7814,1,US,17704
7605,1,US,15888
266,1,CA,7746
21132,2,US,34522
22942,3,CO,2499
10061,2,GB,18751
22954,3,CO,18329
39023,3,US,34242
17948,2,RO,15781
6860,1,PL,7817
39553,3,US,39187
8391,1,US,37454
37437,3,US,7609
10129,2,GB,34390
38773,3,US,28977
39511,3,US,38989
20410,2,US,18086
24108,3,ID,146
38131,3,US,16890
19515,2,US,15059
37776,3,US,15048
22479,3,CA,1896
36384,3,RU,16681
19291,2,US,8690
7458,1,US,8704
17957,2,RS,15335
35406,3,NL,28903
22195,3,BD,20127
7133,1,US,2146
39029,3,US,34262
21834,2,US,39591
6985,1,TH,7359
37469,3,US,7874
24617,3,ID,36993
19192,2,US,8191
24895,3,IN,26572
37568,3,US,8698
18965,2,US,6560
21111,2,US,34443
6604,1,NL,6509
18399,2,US,1661
38974,3,US,33947
22862,3,CA,38781
38239,3,US,17488
19465,2,US,14918
39684,3,VN,3051
11087,2,MY,2801
17635,2,NL,37948
39197,3,US,36558
786,1,GB,29327
24685,3,IN,564
362,1,CA,36159
35355,3,NG,36142
8249,1,US,35025
22552,3,CA,8167
25023,3,IT,8087
23087,3,DE,17757
11144,2,MY,3064
8090,1,US,29512
36300,3,RO,28742
7264,1,US,5632
19330,2,US,8817
39079,3,US,34585
39292,3,US,37571
19770,2,US,15966
9323,2,CA,11013
8232,1,US,34640
37167,3,US,2645
18693,2,US,2716
20341,2,US,17819
6920,1,RO,39601
20328,2,US,17778
25040,3,IT,16997
18602,2,US,2309
655,1,GB,4646
35527,3,NZ,37424
36548,3,SG,9141
35816,3,PH,18274
36539,3,SG,9015
21154,2,US,34616
22438,3,BR,39041
38921,3,US,30455
39008,3,US,34150
23701,3,GB,18090
742,1,GB,17026
36155,3,PL,29184
20286,2,US,17658
39058,3,US,34464
7443,1,US,8615
7445,1,US,8628
17958,2,RS,16156
20426,2,US,18162
39077,3,US,34574
20084,2,US,16834
21872,2,ZA,3073
17630,2,NL,29403
21909,3,AE,802
39253,3,US,37331
38451,3,US,18481
9252,2,CA,4963
202,1,BR,2443
7560,1,US,15430
37579,3,US,8741
38999,3,US,34096
22041,3,AU,7372
21821,2,US,39545
35962,3,PH,32695
7649,1,US,16210
25338,3,MX,30405
19142,2,US,7923
39288,3,US,37540
23554,3,GB,8404
18129,2,US,91
575,1,FI,29161
17591,2,MY,39569
1094,1,IN,19548
17901,2,PL,28697
639,1,GB,1754
9272,2,CA,6713
7915,1,US,18969
19500,2,US,15005
10035,2,GB,17506
25350,3,MX,36727
20896,2,US,29374
24727,3,IN,5484
18009,2,SE,15014
10373,2,ID,9230
6818,1,PH,32973
24142,3,ID,2988
6723,1,PH,11791
10691,2,IT,39462
8628,1,US,39346
776,1,GB,28758
20337,2,US,17799
21767,2,US,39332
20171,2,US,17228
21808,2,US,39485
21980,3,AR,15338
20363,2,US,17938
20564,2,US,19257
6606,1,NL,8236
22882,3,CA,39241
25035,3,IT,16992
913,1,ID,4159
37120,3,US,2413
10049,2,GB,17991
22976,3,CZ,4894
37728,3,US,14904
21823,2,US,39547
7918,1,US,19026
39624,3,US,39603
7236,1,US,5190
38146,3,US,16905
9353,2,CA,15471
22238,3,BG,29411
6917,1,RO,38059
38236,3,US,17463
25210,3,MA,14800
36330,3,RS,1746
19309,2,US,8743
35650,3,PH,9130
673,1,GB,6628
448,1,DE,4699
20300,2,US,17711
39587,3,US,39377
10222,2,GB,38797
39249,3,US,37300
21644,2,US,38861
19166,2,US,8108
19416,2,US,12366
20373,2,US,17948
2491,1,MY,12129
21993,3,AR,37585
23058,3,DE,12248
8714,2,AR,36605
22819,3,CA,36407
8560,1,US,38902
17894,2,PL,16950
1123,1,IT,5224
23437,3,GB,1900
23445,3,GB,2132
9783,2,FI,16936
39091,3,US,34674
20081,2,US,16831
7824,1,US,17808
18216,2,US,1091
23891,3,GB,38652
21546,2,US,38359
21451,2,US,38017
22602,3,CA,12622
19399,2,US,12192
35440,3,NZ,1440
23303,3,FO,5043
19231,2,US,8411
8571,1,US,38992
902,1,HU,28673
21134,2,US,34534
8418,1,US,37891
38338,3,US,17974
857,1,GB,38929
25212,3,MA,14823
23056,3,DE,8483
39654,3,UY,29279
392,1,CA,38881
19968,2,US,16500
12962,2,MY,12651
87,1,AU,28752
7031,1,US,1107
6644,1,NZ,18011
39515,3,US,39009
35364,3,NL,1551
9171,2,BR,1870
9792,2,FI,28688
9949,2,GB,7366
9656,2,DE,17990
7162,1,US,2428
8316,1,US,36482
19915,2,US,16342
17779,2,PH,7085
18821,2,US,4990
8704,2,AR,18951
25003,3,IT,1911
20503,2,US,18793
7271,1,US,6470
745,1,GB,17029
20346,2,US,17830
7661,1,US,16361
10312,2,HU,28691
39538,3,US,39115
20583,2,US,19793
18266,2,US,1327
36924,3,US,1172
18279,2,US,1340
18955,2,US,6550
7106,1,US,1857
25280,3,MX,5446
14427,2,MY,23061
10214,2,GB,38598
17694,2,NZ,17934
40,1,AU,4942
3080,1,MY,18715
15411,2,MY,26440
10229,2,GB,38860
8218,1,US,34568
19072,2,US,7369
29257,3,MY,14636
9442,2,CA,29286
37770,3,US,15030
22854,3,CA,38405
21427,2,US,37865
23247,3,ES,17336
7139,1,US,2216
19082,2,US,7413
37721,3,US,14881
8851,2,AU,13862
31052,3,MY,23327
22083,3,AU,16595
18790,2,US,4813
10,1,AT,2341
21125,2,US,34496
10186,2,GB,37934
8634,1,US,39361
104,1,AU,34429
89,1,AU,28907
7188,1,US,4747
22405,3,BR,28893
9921,2,GB,2459
23888,3,GB,38610
23954,3,GR,4909
9228,2,CA,2112
20738,2,US,28623
19452,2,US,14824
20103,2,US,16853
30165,3,MY,21224
38788,3,US,29087
24307,3,ID,12109
21580,2,US,38600
25186,3,LK,31800
24950,3,IN,35068
20551,2,US,19124
21383,2,US,37432
17962,2,RS,17752
20370,2,US,17945
8605,1,US,39237
38276,3,US,17636
21278,2,US,36501
20223,2,US,17406
7864,1,US,18018
18519,2,US,2057
20186,2,US,17280
7127,1,US,2106
24789,3,IN,9391
36349,3,RS,28744
689,1,GB,7924
23134,3,DK,6800
22409,3,BR,29321
35097,3,MY,36777
38515,3,US,18835
21766,2,US,39324
6413,1,MY,36873
17221,2,MY,35605
7939,1,US,23585
569,1,FI,16144
32644,3,MY,27364
37218,3,US,4590
7755,1,US,17214
23755,3,GB,28839
9900,2,GB,2038
