loc_id,urban,country,person_id
6864,1,PL,16536
23615,3,GB,15653
39263,3,US,37364
36854,3,UA,7421
35282,3,MY,37857
19958,2,US,16475
36095,3,PL,5358
20480,2,US,18679
8532,1,US,38748
10178,2,GB,37508
20797,2,US,28938
22821,3,CA,36431
18970,2,US,6565
11664,2,MY,5191
19588,2,US,15264
33943,3,MY,32117
23769,3,GB,29523
7802,1,US,17570
19659,2,US,15548
19257,2,US,8524
26694,3,MY,7675
25302,3,MX,16179
19662,2,US,15551
25291,3,MX,6914
23578,3,GB,9980
19979,2,US,16566
21239,2,US,36318
21172,2,US,34867
8101,1,US,29833
8361,1,US,37271
38978,3,US,33952
18451,2,US,1860
39239,3,US,37220
26071,3,MY,4015
20560,2,US,19202
18891,2,US,5294
21836,2,US,39604
3655,1,MY,21787
7875,1,US,18128
8852,2,AU,14815
35374,3,NL,5183
23814,3,GB,36273
842,1,GB,38244
22097,3,AU,19514
22539,3,CA,7812
17644,2,NO,6670
36938,3,US,1186
56,1,AU,8237
25226,3,MD,28731
6597,1,NG,19391
19666,2,US,15555
24069,3,HR,38070
39581,3,US,39317
18244,2,US,1142
39064,3,US,34511
20462,2,US,18389
37237,3,US,4733
15191,2,MY,25641
21056,2,US,34171
9726,2,DO,33921
38309,3,US,17788
19938,2,US,16420
38293,3,US,17695
19618,2,US,15507
7084,1,US,1601
20025,2,US,16775
24132,3,ID,2843
36695,3,SG,33077
23119,3,DE,36663
22092,3,AU,18261
18739,2,US,4674
20094,2,US,16844
22681,3,CA,17588
54,1,AU,7866
25111,3,JP,5336
10770,2,LB,28237
37452,3,US,7796
19699,2,US,15588
21730,2,US,39207
18534,2,US,2117
39530,3,US,39091
38133,3,US,16892
18005,2,SE,8178
19380,2,US,10371
21531,2,US,38287
25307,3,MX,17561
37888,3,US,15686
22328,3,BR,2448
475,1,DE,16141
19973,2,US,16525
18280,2,US,1341
39470,3,US,38785
20052,2,US,16802
112,1,AU,36337
10799,2,MX,2491
25305,3,MX,17001
21478,2,US,38107
1935,1,MY,7258
10800,2,MX,2492
8102,1,US,30302
21901,2,ZA,38137
38762,3,US,28872
11619,2,MY,4445
8398,1,US,37476
35825,3,PH,19246
19258,2,US,8532
34453,3,MY,33570
25304,3,MX,17000
25260,3,MX,2503
19854,2,US,16050
33806,3,MY,31826
8007,1,US,28775
21060,2,US,34175
25301,3,MX,16178
24087,3,HU,8202
23655,3,GB,16867
21212,2,US,36207
6926,1,RS,29164
21423,2,US,37856
9258,2,CA,5348
10278,2,GT,5030
23478,3,GB,4826
21946,3,AE,37784
14838,2,MY,24417
17209,2,MY,35593
36874,3,US,188
19830,2,US,16026
24888,3,IN,25043
35755,3,PH,12422
39443,3,US,38612
9784,2,FI,16937
17972,2,RU,36
22481,3,CA,1953
8432,1,US,37989
38254,3,US,17543
10792,2,MK,28490
6944,1,SE,16302
22545,3,CA,8026
22376,3,BR,8270
9514,2,CA,38716
20053,2,US,16803
5578,1,MY,31963
37817,3,US,15172
33815,3,MY,31835
20401,2,US,18045
39543,3,US,39145
39502,3,US,38962
23084,3,DE,17192
20097,2,US,16847
21488,2,US,38152
38574,3,US,19020
23895,3,GB,38656
7379,1,US,8024
22960,3,CO,37528
37647,3,US,12124
19493,2,US,14981
19713,2,US,15602
38576,3,US,19022
22114,3,AU,28834
7641,1,US,16202
21395,2,US,37480
18579,2,US,2223
9407,2,CA,18904
7695,1,US,16554
7469,1,US,8751
24761,3,IN,7631
8901,2,AU,18104
19953,2,US,16470
24765,3,IN,7689
7407,1,US,8275
19328,2,US,8815
36292,3,RO,18005
37965,3,US,16103
38602,3,US,19165
20351,2,US,17841
25303,3,MX,16318
20782,2,US,28890
20501,2,US,18759
20375,2,US,17950
38207,3,US,17331
6061,1,MY,34888
39452,3,US,38699
38693,3,US,28469
35938,3,PH,31153
36090,3,PL,4923
23352,3,FR,17606
22827,3,CA,37216
26075,3,MY,4022
7099,1,US,1764
37081,3,US,2201
39658,3,VE,2718
6932,1,RU,20696
251,1,CA,6627
39383,3,US,38268
36930,3,US,1178
38600,3,US,19163
22682,3,CA,17618
10230,2,GB,38868
38434,3,US,18407
38337,3,US,17973
18954,2,US,6501
10647,2,IN,37519
21630,2,US,38804
6873,1,PL,39303
10537,2,IE,1923
8874,2,AU,16465
23234,3,ES,15816
6739,1,PH,12814
24020,3,HK,12249
7684,1,US,16519
9394,2,CA,17709
10164,2,GB,37273
18655,2,US,2520
39723,3,ZA,29463
22027,3,AU,4820
19569,2,US,15245
22369,3,BR,6873
37924,3,US,15722
8820,2,AU,8542
36792,3,TR,8476
37589,3,US,9017
21126,2,US,34497
1146,1,IT,39528
18827,2,US,4996
36612,3,SG,16186
743,1,GB,17027
39657,3,VE,1060
22613,3,CA,14795
22671,3,CA,17326
25315,3,MX,18343
37788,3,US,15071
38828,3,US,29340
285,1,CA,12668
37194,3,US,2765
122,1,AU,37338
10819,2,MX,18952
9322,2,CA,9221
23906,3,GB,38809
22035,3,AU,6568
7401,1,US,8205
10343,2,ID,3131
847,1,GB,38614
22033,3,AU,6179
36734,3,SK,15857
38501,3,US,18804
21786,2,US,39394
19913,2,US,16340
18539,2,US,2122
20369,2,US,17944
17811,2,PH,12143
19757,2,US,15953
39411,3,US,38422
9365,2,CA,16330
19555,2,US,15231
24729,3,IN,5640
18973,2,US,6599
9714,2,DK,17058
37551,3,US,8560
23401,3,GB,996
10067,2,GB,19198
20911,2,US,29448
25275,3,MX,5441
36271,3,RO,15367
6853,1,PL,5299
36103,3,PL,6825
10248,2,GB,39537
19669,2,US,15558
7891,1,US,18366
23595,3,GB,13867
9640,2,DE,16642
22715,3,CA,19152
37968,3,US,16106
22651,3,CA,16484
20278,2,US,17617
39201,3,US,36595
23510,3,GB,6786
23689,3,GB,17699
37109,3,US,2368
22133,3,AU,35054
21133,2,US,34533
24683,3,IN,541
36000,3,PH,37619
26752,3,MY,8830
10101,2,GB,29166
17649,2,NO,16392
37453,3,US,7813
21636,2,US,38829
36344,3,RS,17010
629,1,FR,39673
8533,1,US,38749
22805,3,CA,34458
19846,2,US,16042
495,1,DE,29064
7591,1,US,15874
7732,1,US,17034
7520,1,US,15199
23807,3,GB,35000
23297,3,FI,28718
19238,2,US,8431
23823,3,GB,36585
36181,3,PL,39608
9492,2,CA,37191
26757,3,MY,8835
39236,3,US,37187
20512,2,US,18823
22832,3,CA,37325
18140,2,US,201
35874,3,PH,21460
25115,3,JP,8436
7065,1,US,1582
38204,3,US,17312
38059,3,US,16439
38046,3,US,16373
7011,1,US,624
37012,3,US,1712
6608,1,NL,16928
7782,1,US,17439
22140,3,AU,36548
9953,2,GB,7478
8970,2,AU,34320
19056,2,US,7279
7737,1,US,17039
815,1,GB,36186
24785,3,IN,9090
9937,2,GB,5213
318,1,CA,18235
6865,1,PL,16633
37869,3,US,15667
21781,2,US,39372
20376,2,US,17951
38467,3,US,18517
9462,2,CA,34200
8445,1,US,38086
7330,1,US,7407
270,1,CA,8321
19431,2,US,12742
38031,3,US,16291
9461,2,CA,34199
37359,3,US,6578
18223,2,US,1121
37976,3,US,16114
9612,2,DE,5226
22460,3,CA,788
37731,3,US,14925
416,1,CN,7402
11838,2,MY,5960
33111,3,MY,29896
30505,3,MY,22249
36566,3,SG,9700
20971,2,US,30102
20395,2,US,18039
35319,3,MY,39161
25175,3,LB,14827
23580,3,GB,10375
21231,2,US,36310
543,1,EG,14838
10768,2,LB,954
20002,2,US,16589
9880,2,GB,1312
22478,3,CA,1813
21311,2,US,36726
7492,1,US,14949
39517,3,US,39026
18985,2,US,6683
24178,3,ID,8935
39512,3,US,38996
24355,3,ID,18687
36430,3,SA,14874
21773,2,US,39364
19655,2,US,15544
38495,3,US,18764
18993,2,US,6717
20825,2,US,29051
18443,2,US,1831
22398,3,BR,18980
6622,1,NO,15754
35402,3,NL,28733
19605,2,US,15494
19808,2,US,16004
37906,3,US,15704
18288,2,US,1349
36288,3,RO,17269
33016,3,MY,28252
7530,1,US,15400
9577,2,CR,7553
36944,3,US,1442
38071,3,US,16486
38006,3,US,16266
20848,2,US,29143
20087,2,US,16837
18245,2,US,1143
6846,1,PK,37034
38035,3,US,16295
23109,3,DE,34206
9257,2,CA,5317
8023,1,US,28958
715,1,GB,14957
7815,1,US,17705
22853,3,CA,38374
38010,3,US,16270
7706,1,US,16702
21237,2,US,36316
21329,2,US,37179
794,1,GB,34152
23287,3,FI,5179
39479,3,US,38834
18456,2,US,1885
37354,3,US,6506
8810,2,AU,8206
9473,2,CA,34919
38608,3,US,19210
38009,3,US,16269
18906,2,US,5356
20042,2,US,16792
8050,1,US,29128
35262,3,MY,37758
17611,2,NL,8029
9619,2,DE,7385
37148,3,US,2560
36202,3,PT,29274
34462,3,MY,33579
17202,2,MY,35572
36001,3,PH,37631
17820,2,PH,13394
37974,3,US,16112
36307,3,RO,34022
19369,2,US,9632
25217,3,MA,28231
18758,2,US,4781
19846,2,US,16042
6849,1,PL,2014
628,1,FR,39030
7627,1,US,15910
160,1,BG,38791
37904,3,US,15702
23907,3,GB,38857
7647,1,US,16208
18369,2,US,1631
38132,3,US,16891
8606,1,US,39238
9638,2,DE,15767
9369,2,CA,16363
39441,3,US,38595
37983,3,US,16121
38049,3,US,16379
39404,3,US,38370
37068,3,US,2136
24709,3,IN,3000
21553,2,US,38388
19849,2,US,16045
7460,1,US,8710
37782,3,US,15058
38193,3,US,17254
8439,1,US,38080
234,1,CA,4659
9434,2,CA,28783
37868,3,US,15666
23094,3,DE,28712
26646,3,MY,7234
22499,3,CA,4629
10088,2,GB,28787
19689,2,US,15578
8473,1,US,38252
19928,2,US,16385
18328,2,US,1389
18425,2,US,1786
36814,3,TR,20374
18130,2,US,92
8791,2,AU,7318
36898,3,US,984
23793,3,GB,34181
18809,2,US,4978
23132,3,DK,4718
36042,3,PK,19749
11682,2,MY,5452
7502,1,US,15124
6649,1,NZ,25985
18305,2,US,1366
17740,2,NZ,39269
38470,3,US,18575
10242,2,GB,39123
8982,2,AU,35479
9972,2,GB,8332
8664,1,US,39662
24922,3,IN,31174
10595,2,IN,6895
38180,3,US,17163
23116,3,DE,36521
1230,1,MY,226
23975,3,GR,18333
24852,3,IN,19681
12696,2,MY,11165
23334,3,FR,7561
14075,2,MY,22004
14102,2,MY,22031
26063,3,MY,3980
39459,3,US,38733
22893,3,CA,39471
23872,3,GB,38120
38718,3,US,28653
39481,3,US,38836
18826,2,US,4995
37825,3,US,15183
17285,2,MY,35812
20610,2,US,22183
37306,3,US,5449
37600,3,US,9155
9367,2,CA,16332
36003,3,PH,37807
36380,3,RU,12177
8013,1,US,28908
24966,3,IN,36920
18829,2,US,4998
103,1,AU,34349
13507,2,MY,20012
20793,2,US,28934
39521,3,US,39055
17756,2,PH,711
20514,2,US,18852
23597,3,GB,14799
39638,3,US,39683
19763,2,US,15959
532,1,EE,1839
23585,3,GB,12200
20237,2,US,17458
36422,3,SA,8010
9317,2,CA,9035
23541,3,GB,8119
37835,3,US,15289
18734,2,US,4669
38426,3,US,18359
645,1,GB,2103
599,1,FR,7784
8030,1,US,28984
36889,3,US,729
37615,3,US,9703
7083,1,US,1600
18468,2,US,1926
7274,1,US,6534
25151,3,KR,19819
7594,1,US,15877
37740,3,US,14945
9782,2,FI,11108
37786,3,US,15065
19860,2,US,16056
38378,3,US,18138
6278,1,MY,35878
19950,2,US,16451
37127,3,US,2458
222,1,CA,1247
24015,3,HK,9341
35636,3,PH,7999
22441,3,BR,39356
107,1,AU,34638
681,1,GB,7313
375,1,CA,37366
38210,3,US,17334
21801,2,US,39456
13271,2,MY,14888
36015,3,PK,941
39531,3,US,39095
23630,3,GB,16078
38294,3,US,17696
19647,2,US,15536
276,1,CA,8576
21352,2,US,37287
37474,3,US,7893
37912,3,US,15710
38167,3,US,17150
7541,1,US,15411
494,1,DE,28668
23556,3,GB,8434
18592,2,US,2256
37459,3,US,7843
19157,2,US,8078
22581,3,CA,8930
19980,2,US,16567
38028,3,US,16288
20200,2,US,17322
19572,2,US,15248
20500,2,US,18758
21209,2,US,36204
21755,2,US,39284
7563,1,US,15433
37859,3,US,15313
140,1,AU,39083
24990,3,IR,33195
8951,2,AU,29627
20092,2,US,16842
14460,2,MY,23094
21462,2,US,38028
36161,3,PL,34211
21721,2,US,39173
38186,3,US,17247
38188,3,US,17249
23606,3,GB,15278
18752,2,US,4775
1052,1,IE,4946
22815,3,CA,36320
330,1,CA,28524
37687,3,US,13297
20675,2,US,28451
11146,2,MY,3066
25992,3,MY,3780
38627,3,US,19541
10813,2,MX,18312
8058,1,US,29196
34580,3,MY,34184
24740,3,IN,5982
19565,2,US,15241
37917,3,US,15715
39345,3,US,38052
17334,2,MY,36024
29905,3,MY,20316
35817,3,PH,18472
23278,3,ES,39293
26809,3,MY,8995
29092,3,MY,14334
7109,1,US,1880
18384,2,US,1646
372,1,CA,37202
36987,3,US,1687
38278,3,US,17638
20491,2,US,18740
36393,3,RU,18833
39097,3,US,34708
38074,3,US,16489
19207,2,US,8260
7439,1,US,8579
38500,3,US,18803
9695,2,DE,36449
18342,2,US,1403
10776,2,LK,18704
18234,2,US,1132
19753,2,US,15949
8004,1,US,28772
37224,3,US,4628
17665,2,NZ,1323
6744,1,PH,13464
36693,3,SG,32925
18880,2,US,5268
19946,2,US,16428
25358,3,MX,39729
28014,3,MY,11896
751,1,GB,17339
9013,2,AU,37494
23642,3,GB,16528
37821,3,US,15178
21255,2,US,36418
23944,3,GE,18827
22911,3,CH,18076
19579,2,US,15255
23584,3,GB,10693
20809,2,US,29002
7500,1,US,15115
18411,2,US,1772
21075,2,US,34280
37122,3,US,2421
23877,3,GB,38335
8254,1,US,36144
19035,2,US,6859
28068,3,MY,11980
36899,3,US,985
7533,1,US,15403
7709,1,US,16705
37827,3,US,15281
8354,1,US,37248
39504,3,US,38966
35341,3,MZ,14884
35379,3,NL,6677
9368,2,CA,16333
23302,3,FI,39667
19264,2,US,8554
8484,1,US,38310
6600,1,NL,1722
23052,3,DE,8061
8589,1,US,39097
249,1,CA,6533
19376,2,US,9968
31254,3,MY,23810
21013,2,US,33923
37214,3,US,4242
38220,3,US,17395
21910,3,AE,995
35744,3,PH,12284
10019,2,GB,16751
1196,1,LT,29511
8493,1,US,38360
10782,2,LT,15775
20752,2,US,28803
18781,2,US,4804
38265,3,US,17595
9210,2,CA,192
18246,2,US,1144
19409,2,US,12301
7075,1,US,1592
7624,1,US,15907
37991,3,US,16129
8335,1,US,36713
18385,2,US,1647
21739,2,US,39229
6598,1,NG,28355
11726,2,MY,5570
24104,3,ID,41
4277,1,MY,25013
4150,1,MY,24434
39294,3,US,37579
22961,3,CO,38478
24898,3,IN,28040
37342,3,US,6463
23946,3,GH,28359
39258,3,US,37352
10057,2,GB,18083
24703,3,IN,2994
1060,1,IE,16690
9412,2,CA,19978
21098,2,US,34368
7517,1,US,15196
7631,1,US,15914
34438,3,MY,33512
24911,3,IN,29878
20061,2,US,16811
38395,3,US,18202
37975,3,US,16113
20043,2,US,16793
7377,1,US,7937
22336,3,BR,4638
38332,3,US,17906
21643,2,US,38851
8823,2,AU,8586
8756,2,AU,2316
38538,3,US,18899
36005,3,PH,38514
9203,2,BZ,15043
22246,3,BH,18771
15857,2,MY,29847
9973,2,GB,8369
7648,1,US,16209
9912,2,GB,2329
387,1,CA,38451
37475,3,US,7921
39537,3,US,39114
23400,3,GB,966
25010,3,IT,5346
19653,2,US,15542
21970,3,AR,2403
18886,2,US,5281
9708,2,DK,4868
6937,1,SE,1491
24646,3,IE,36228
19021,2,US,6823
23706,3,GB,18182
19513,2,US,15047
7928,1,US,19252
19884,2,US,16231
21180,2,US,35009
20718,2,US,28603
39399,3,US,38337
8675,1,ZA,6480
6829,1,PH,36816
39436,3,US,38582
7733,1,US,17035
19370,2,US,9633
24767,3,IN,7717
9715,2,DK,17176
11725,2,MY,5569
31356,3,MY,24077
18651,2,US,2497
12734,2,MY,11382
23690,3,GB,17730
6623,1,NO,17399
17775,2,PH,5902
1067,1,IE,38308
8084,1,US,29471
7529,1,US,15327
32406,3,MY,26919
21408,2,US,37570
38585,3,US,19064
36390,3,RU,18275
34561,3,MY,33867
21194,2,US,35808
20072,2,US,16822
550,1,EG,37126
21023,2,US,33977
18815,2,US,4984
25136,3,JP,32892
7576,1,US,15446
21846,2,US,39656
25394,3,MY,296
20717,2,US,28602
29106,3,MY,14348
36551,3,SG,9144
23028,3,DE,5040
25033,3,IT,16667
433,1,CZ,17886
18850,2,US,5133
21997,3,AT,6671
19393,2,US,11928
9471,2,CA,34642
37802,3,US,15118
37415,3,US,7358
38435,3,US,18408
278,1,CA,8682
378,1,CA,37402
23275,3,ES,38651
9971,2,GB,8330
1046,1,IE,1576
20243,2,US,17481
35391,3,NL,15073
12215,2,MY,8614
19918,2,US,16345
37018,3,US,1718
8272,1,US,36283
21347,2,US,37282
39244,3,US,37260
9418,2,CA,24452
25153,3,KR,28321
21565,2,US,38441
4036,1,MY,23909
23552,3,GB,8313
37970,3,US,16108
10416,2,ID,13666
8525,1,US,38677
23531,3,GB,7833
39047,3,US,34397
24070,3,HR,38139
37909,3,US,15707
37311,3,US,5542
7628,1,US,15911
13070,2,MY,13324
21340,2,US,37238
38008,3,US,16268
22429,3,BR,36224
8155,1,US,34234
21881,2,ZA,15632
7895,1,US,18431
8514,1,US,38618
5128,1,MY,28378
22919,3,CL,16166
8366,1,US,37341
21474,2,US,38103
23710,3,GB,18717
16597,2,MY,32643
35320,3,MY,39246
19778,2,US,15974
19937,2,US,16419
35130,3,MY,36900
14305,2,MY,22939
39316,3,US,37858
38568,3,US,19000
21256,2,US,36419
22458,3,CA,779
21771,2,US,39343
39311,3,US,37848
17400,2,MY,36806
9722,2,DK,37193
38867,3,US,29583
36011,3,PH,39618
35372,3,NL,2508
11375,2,MY,3677
20339,2,US,17810
576,1,FI,36590
9796,2,FI,29474
23812,3,GB,36169
19636,2,US,15525
1195,1,LT,29066
17909,2,PL,34233
20113,2,US,17071
885,1,HR,4851
21228,2,US,36287
21596,2,US,38682
20191,2,US,17285
8321,1,US,36509
10758,2,KR,15938
21611,2,US,38723
4488,1,MY,26015
21331,2,US,37181
19904,2,US,16251
9777,2,FI,6790
8947,2,AU,29464
10314,2,HU,39203
23527,3,GB,7604
11267,2,MY,3389
36125,3,PL,16672
16965,2,MY,34714
17943,2,RO,5229
6276,1,MY,35874
549,1,EG,33893
901,1,HU,18767
21020,2,US,33961
39072,3,US,34538
9249,2,CA,4770
37364,3,US,6583
39234,3,US,37185
39427,3,US,38497
38775,3,US,28996
21818,2,US,39540
19094,2,US,7476
20457,2,US,18384
18780,2,US,4803
37853,3,US,15307
38460,3,US,18510
37357,3,US,6576
6732,1,PH,12345
463,1,DE,7741
36254,3,RO,5304
21472,2,US,38101
36060,3,PK,32459
20845,2,US,29140
19367,2,US,9630
4064,1,MY,23937
23359,3,FR,28502
9530,2,CA,39219
22662,3,CA,16967
19059,2,US,7295
21090,2,US,34334
19832,2,US,16028
39061,3,US,34502
23564,3,GB,8655
13494,2,MY,19778
1140,1,IT,36176
21481,2,US,38110
3273,1,MY,19920
13944,2,MY,21873
6815,1,PH,32935
30179,3,MY,21238
20663,2,US,28381
38547,3,US,18917
9296,2,CA,8097
39043,3,US,34352
37158,3,US,2598
35405,3,NL,28902
22510,3,CA,5482
20066,2,US,16816
25229,3,ME,15830
10263,2,GR,7344
19197,2,US,8209
19092,2,US,7462
24054,3,HR,8085
17808,2,PH,11744
22755,3,CA,29004
26706,3,MY,7902
20268,2,US,17582
38269,3,US,17621
7082,1,US,1599
22855,3,CA,38429
35638,3,PH,8838
6980,1,SV,18211
37293,3,US,5314
36929,3,US,1177
9866,2,GB,1112
18427,2,US,1788
38325,3,US,17879
20469,2,US,18495
2454,1,MY,11938
37636,3,US,11057
35583,3,PH,2509
31798,3,MY,25306
13503,2,MY,20008
35797,3,PH,13535
14027,2,MY,21956
5129,1,MY,28406
6705,1,PH,9792
2658,1,MY,13312
18226,2,US,1124
4894,1,MY,27479
23941,3,GE,16665
27827,3,MY,11514
12570,2,MY,10615
33978,3,MY,32230
13712,2,MY,20809
7270,1,US,6252
181,1,BN,19883
26879,3,MY,9435
33704,3,MY,31532
35098,3,MY,36785
38092,3,US,16608
13417,2,MY,19457
36964,3,US,1462
3088,1,MY,18935
27806,3,MY,11399
33028,3,MY,28294
35667,3,PH,9564
14739,2,MY,24131
31224,3,MY,23780
19502,2,US,15011
36397,3,RU,28516
35969,3,PH,32924
552,1,ES,15744
19809,2,US,16005
833,1,GB,37929
19707,2,US,15596
38084,3,US,16518
9392,2,CA,17575
14714,2,MY,23994
822,1,GB,37158
5490,1,MY,31405
37024,3,US,1807
20902,2,US,29395
23640,3,GB,16502
1915,1,MY,7178
5418,1,MY,31032
32552,3,MY,27272
38022,3,US,16282
12674,2,MY,11143
16161,2,MY,31261
36668,3,SG,27014
37400,3,US,6962
12967,2,MY,12682
12633,2,MY,10678
28686,3,MY,13523
26785,3,MY,8971
13343,2,MY,18659
27956,3,MY,11750
21010,2,US,33297
28969,3,MY,14109
6010,1,MY,33852
12770,2,MY,11493
29859,3,MY,20270
27466,3,MY,10846
28761,3,MY,13749
5189,1,MY,29969
16328,2,MY,31747
13711,2,MY,20808
28454,3,MY,13031
4788,1,MY,27114
15080,2,MY,25255
1499,1,MY,3667
17327,2,MY,35996
33757,3,MY,31585
15929,2,MY,30141
30209,3,MY,21268
13452,2,MY,19613
5958,1,MY,33690
31415,3,MY,24242
1268,1,MY,439
33946,3,MY,32120
4466,1,MY,25921
6277,1,MY,35877
14051,2,MY,21980
16277,2,MY,31696
30882,3,MY,22696
13248,2,MY,14625
6224,1,MY,35657
30907,3,MY,23182
37423,3,US,7444
14302,2,MY,22936
25406,3,MY,308
2198,1,MY,10442
29396,3,MY,18225
36567,3,SG,9701
17160,2,MY,35436
25512,3,MY,605
31801,3,MY,25309
5586,1,MY,31971
34524,3,MY,33778
13817,2,MY,20914
12546,2,MY,10591
2534,1,MY,12544
9821,2,FR,5079
23784,3,GB,33986
33896,3,MY,32070
33920,3,MY,32094
16851,2,MY,33507
5476,1,MY,31391
26805,3,MY,8991
5893,1,MY,33449
16127,2,MY,31166
30627,3,MY,22371
5204,1,MY,29984
11719,2,MY,5552
7646,1,US,16207
12777,2,MY,11580
27723,3,MY,11302
2397,1,MY,11652
5574,1,MY,31959
22063,3,AU,12108
25386,3,MY,216
11280,2,MY,3402
33624,3,MY,31184
9355,2,CA,15926
14973,2,MY,24755
21788,2,US,39409
24959,3,IN,36882
7657,1,US,16327
7399,1,US,8187
14545,2,MY,23607
2632,1,MY,13180
1284,1,MY,517
14582,2,MY,23644
15545,2,MY,27172
13721,2,MY,20818
29866,3,MY,20277
29555,3,MY,19063
29493,3,MY,18631
29849,3,MY,20260
15613,2,MY,27240
14976,2,MY,24758
3629,1,MY,21761
2038,1,MY,9025
32378,3,MY,26760
2728,1,MY,13617
16270,2,MY,31689
13969,2,MY,21898
33427,3,MY,30738
32666,3,MY,27403
34171,3,MY,32772
26867,3,MY,9423
14247,2,MY,22626
31376,3,MY,24162
28299,3,MY,12615
29813,3,MY,20224
15695,2,MY,27752
27648,3,MY,11227
5361,1,MY,30811
4727,1,MY,26832
15131,2,MY,25426
29942,3,MY,20353
13707,2,MY,20804
5884,1,MY,33383
28418,3,MY,12942
29040,3,MY,14282
30282,3,MY,21341
27282,3,MY,10285
23178,3,EG,14419
32756,3,MY,27647
2884,1,MY,14209
15207,2,MY,25716
33166,3,MY,30045
28426,3,MY,12970
26743,3,MY,8797
29146,3,MY,14432
4019,1,MY,23892
4476,1,MY,25962
16562,2,MY,32513
30152,3,MY,21211
26137,3,MY,4268
28072,3,MY,11989
4906,1,MY,27491
5785,1,MY,32934
4358,1,MY,25445
32520,3,MY,27069
14095,2,MY,22024
15349,2,MY,26234
29848,3,MY,20259
34152,3,MY,32710
12825,2,MY,11796
4199,1,MY,24586
5214,1,MY,29994
3156,1,MY,19337
29284,3,MY,14678
30997,3,MY,23272
32207,3,MY,26325
2537,1,MY,12589
2913,1,MY,14238
16065,2,MY,30850
32348,3,MY,26690
31922,3,MY,25602
16583,2,MY,32629
5280,1,MY,30395
14852,2,MY,24464
31384,3,MY,24170
1315,1,MY,713
4266,1,MY,24963
16024,2,MY,30635
27797,3,MY,11390
16026,2,MY,30644
28854,3,MY,13870
27844,3,MY,11531
33838,3,MY,31858
12302,2,MY,9275
4509,1,MY,26123
16520,2,MY,32424
28085,3,MY,12025
14504,2,MY,23138
31322,3,MY,24043
15289,2,MY,25992
31967,3,MY,25709
14863,2,MY,24475
32011,3,MY,25824
5529,1,MY,31673
32907,3,MY,28019
30599,3,MY,22343
14847,2,MY,24459
28328,3,MY,12694
23204,3,EG,26164
2480,1,MY,12055
32670,3,MY,27407
3478,1,MY,21477
30079,3,MY,21138
27112,3,MY,10115
32694,3,MY,27585
28808,3,MY,13796
12224,2,MY,8802
32362,3,MY,26744
4223,1,MY,24801
33443,3,MY,30763
14149,2,MY,22078
15890,2,MY,30010
6710,1,PH,9797
15485,2,MY,26855
33036,3,MY,28417
2309,1,MY,11080
4762,1,MY,27088
15848,2,MY,29791
29256,3,MY,14635
13924,2,MY,21853
32781,3,MY,27687
4075,1,MY,24106
26937,3,MY,9493
29762,3,MY,19826
31582,3,MY,24693
16340,2,MY,31759
3107,1,MY,19120
16183,2,MY,31420
25124,3,JP,22210
15147,2,MY,25488
13501,2,MY,19785
16915,2,MY,33717
5245,1,MY,30203
190,1,BN,26383
4531,1,MY,26213
16491,2,MY,32290
12830,2,MY,11801
32087,3,MY,26070
14972,2,MY,24754
1318,1,MY,721
32074,3,MY,26022
17073,2,MY,35178
3702,1,MY,22600
13896,2,MY,20993
27072,3,MY,10075
29378,3,MY,18077
28100,3,MY,12062
15529,2,MY,27033
30454,3,MY,21605
14501,2,MY,23135
31131,3,MY,23406
10818,2,MX,18922
30528,3,MY,22272
28194,3,MY,12386
33708,3,MY,31536
13145,2,MY,14001
32361,3,MY,26743
33277,3,MY,30245
29751,3,MY,19738
3996,1,MY,23580
38402,3,US,18284
13449,2,MY,19610
30912,3,MY,23187
4741,1,MY,27016
2782,1,MY,13856
5070,1,MY,28024
13633,2,MY,20730
5007,1,MY,27856
31697,3,MY,25045
33561,3,MY,31010
5629,1,MY,32174
33281,3,MY,30268
32503,3,MY,27052
3485,1,MY,21484
5411,1,MY,31016
4842,1,MY,27387
29439,3,MY,18471
32972,3,MY,28149
30189,3,MY,21248
27044,3,MY,10047
30768,3,MY,22512
31495,3,MY,24512
24226,3,ID,9380
5283,1,MY,30456
32640,3,MY,27360
5363,1,MY,30813
31629,3,MY,24824
12416,2,MY,9894
33366,3,MY,30565
24188,3,ID,9342
30578,3,MY,22322
32168,3,MY,26252
36118,3,PL,15842
28788,3,MY,13776
34067,3,MY,32518
14313,2,MY,22947
2636,1,MY,13230
24364,3,ID,19520
2546,1,MY,12617
4146,1,MY,24378
28710,3,MY,13578
5163,1,MY,29818
32302,3,MY,26580
14557,2,MY,23619
32134,3,MY,26171
35731,3,PH,11922
13690,2,MY,20787
32279,3,MY,26543
4767,1,MY,27093
30507,3,MY,22251
33053,3,MY,29659
32711,3,MY,27602
24477,3,ID,21063
13639,2,MY,20736
27501,3,MY,10881
31498,3,MY,24515
36599,3,SG,13292
32229,3,MY,26375
2651,1,MY,13305
4227,1,MY,24837
31772,3,MY,25214
10749,2,JP,30129
2020,1,MY,8866
28111,3,MY,12100
14674,2,MY,23954
13949,2,MY,21878
27958,3,MY,11752
24437,3,ID,20190
15976,2,MY,30329
12503,2,MY,10548
32499,3,MY,27048
31457,3,MY,24374
1675,1,MY,4471
4088,1,MY,24119
29102,3,MY,14344
30029,3,MY,21088
